library,N,l2_error,max_error,rt_error
MKL,22,1.456e-16,1.602e-16,2.696e-16
VectorFFT,23,1.001e-15,1.995e-15,1.586e-15
MKL,23,2.197e-16,2.840e-16,4.558e-16
VectorFFT,24,1.850e-16,2.154e-16,4.005e-16
MKL,24,1.346e-16,1.477e-16,2.865e-16
VectorFFT,25,2.029e-16,2.659e-16,4.805e-16
MKL,25,2.072e-16,1.918e-16,2.743e-16
VectorFFT,26,5.816e-16,7.169e-16,1.263e-15
MKL,26,1.992e-16,1.994e-16,4.029e-16
VectorFFT,27,5.314e-16,5.563e-16,1.125e-15
MKL,27,1.909e-16,1.625e-16,5.378e-16
VectorFFT,28,2.810e-16,2.747e-16,5.689e-16
MKL,28,1.997e-16,1.927e-16,5.956e-16
VectorFFT,29,1.372e-15,2.231e-15,2.452e-15
MKL,29,1.896e-16,1.892e-16,4.044e-16
VectorFFT,30,3.681e-16,5.139e-16,6.019e-16
MKL,30,1.848e-16,2.281e-16,3.861e-16
VectorFFT,31,1.026e-15,1.386e-15,2.222e-15
MKL,31,1.707e-16,1.497e-16,4.704e-16
VectorFFT,32,1.204e-16,1.028e-16,3.416e-16
MKL,32,1.248e-16,9.644e-17,2.277e-16
VectorFFT,33,4.853e-16,8.282e-16,8.762e-16
MKL,33,2.266e-16,2.546e-16,3.574e-16
VectorFFT,34,8.269e-16,8.303e-16,1.673e-15
MKL,34,1.845e-16,2.026e-16,4.195e-16
VectorFFT,35,2.549e-16,2.260e-16,5.059e-16
MKL,35,1.951e-16,2.167e-16,3.874e-16
VectorFFT,36,4.666e-16,6.038e-16,8.754e-16
MKL,36,1.619e-16,1.943e-16,3.183e-16
VectorFFT,37,1.800e-15,3.229e-15,5.671e-15
MKL,37,2.120e-16,4.040e-16,5.302e-16
VectorFFT,38,6.546e-16,6.718e-16,1.473e-15
MKL,38,1.803e-16,1.833e-16,4.574e-16
VectorFFT,39,7.630e-16,1.314e-15,1.504e-15
MKL,39,2.289e-16,3.266e-16,4.421e-16
VectorFFT,40,2.050e-16,2.283e-16,4.441e-16
MKL,40,1.445e-16,1.567e-16,4.266e-16
VectorFFT,41,1.088e-15,1.119e-15,2.333e-15
MKL,41,2.394e-16,2.508e-16,5.195e-16
VectorFFT,42,3.263e-16,3.391e-16,5.957e-16
MKL,42,1.763e-16,2.496e-16,4.311e-16
VectorFFT,43,6.580e-16,7.633e-16,1.971e-15
MKL,43,2.088e-16,3.338e-16,4.206e-16
VectorFFT,44,4.493e-16,6.186e-16,7.327e-16
MKL,44,1.872e-16,1.999e-16,4.176e-16
VectorFFT,45,4.402e-16,5.414e-16,8.647e-16
MKL,45,2.275e-16,2.556e-16,6.350e-16
VectorFFT,46,8.940e-16,9.685e-16,1.894e-15
MKL,46,1.785e-16,1.872e-16,4.012e-16
VectorFFT,47,1.472e-15,1.533e-15,5.454e-15
MKL,47,2.520e-16,3.085e-16,5.979e-16
VectorFFT,48,2.749e-16,3.097e-16,5.184e-16
MKL,48,1.670e-16,1.585e-16,4.950e-16
VectorFFT,49,3.018e-16,4.281e-16,8.332e-16
MKL,49,2.425e-16,3.275e-16,4.775e-16
VectorFFT,50,2.574e-16,2.973e-16,5.543e-16
MKL,50,2.145e-16,2.714e-16,4.127e-16
VectorFFT,51,8.117e-16,1.258e-15,1.407e-15
MKL,51,2.158e-16,2.463e-16,5.485e-16
VectorFFT,52,7.384e-16,1.112e-15,1.254e-15
MKL,52,1.687e-16,1.878e-16,4.793e-16
VectorFFT,53,1.165e-15,9.738e-16,3.080e-15
MKL,53,2.060e-16,1.956e-16,5.467e-16
VectorFFT,54,5.332e-16,6.405e-16,1.152e-15
MKL,54,1.499e-16,1.406e-16,3.888e-16
VectorFFT,55,5.520e-16,8.970e-16,1.178e-15
MKL,55,2.375e-16,2.462e-16,5.394e-16
VectorFFT,56,2.955e-16,3.406e-16,6.698e-16
MKL,56,1.497e-16,1.384e-16,4.537e-16
VectorFFT,57,6.407e-16,7.935e-16,1.172e-15
MKL,57,2.370e-16,3.045e-16,5.362e-16
VectorFFT,58,9.888e-16,8.417e-16,2.379e-15
MKL,58,2.167e-16,2.456e-16,4.837e-16
VectorFFT,59,5.683e-16,7.124e-16,1.122e-15
MKL,59,2.794e-16,3.300e-16,7.699e-16
VectorFFT,60,3.567e-16,3.063e-16,7.854e-16
MKL,60,1.989e-16,1.657e-16,5.332e-16
VectorFFT,61,7.338e-16,6.633e-16,1.678e-15
MKL,61,2.690e-16,3.016e-16,5.892e-16
VectorFFT,62,1.192e-15,1.894e-15,3.618e-15
MKL,62,2.000e-16,2.611e-16,5.745e-16
VectorFFT,63,4.822e-16,5.951e-16,8.485e-16
MKL,63,2.218e-16,2.445e-16,5.014e-16
VectorFFT,64,1.689e-16,1.431e-16,3.385e-16
MKL,64,1.405e-16,1.223e-16,3.385e-16
VectorFFT,65,7.785e-16,1.285e-15,1.825e-15
MKL,65,2.776e-16,3.963e-16,7.623e-16
VectorFFT,66,5.332e-16,6.738e-16,1.136e-15
MKL,66,1.868e-16,1.771e-16,4.278e-16
VectorFFT,67,1.036e-15,1.187e-15,1.806e-15
MKL,67,2.498e-16,2.578e-16,5.308e-16
VectorFFT,68,6.323e-16,7.749e-16,8.562e-16
MKL,68,1.777e-16,1.464e-16,4.164e-16
VectorFFT,69,9.870e-16,1.081e-15,2.882e-15
MKL,69,2.570e-16,4.325e-16,5.057e-16
VectorFFT,70,2.654e-16,2.439e-16,6.083e-16
MKL,70,1.837e-16,1.574e-16,4.204e-16
VectorFFT,71,5.419e-16,5.997e-16,1.053e-15
MKL,71,2.710e-16,2.697e-16,5.873e-16
VectorFFT,72,4.191e-16,5.199e-16,9.329e-16
MKL,72,1.650e-16,1.648e-16,4.780e-16
VectorFFT,73,7.600e-16,7.148e-16,1.584e-15
MKL,73,2.145e-16,2.235e-16,4.475e-16
VectorFFT,74,1.556e-15,1.992e-15,3.809e-15
MKL,74,2.183e-16,2.256e-16,6.732e-16
VectorFFT,75,3.134e-16,3.506e-16,5.257e-16
MKL,75,3.801e-16,3.677e-16,7.917e-16
VectorFFT,76,6.801e-16,9.503e-16,1.377e-15
MKL,76,1.712e-16,1.769e-16,5.407e-16
VectorFFT,77,5.065e-16,6.180e-16,1.161e-15
MKL,77,2.507e-16,2.870e-16,5.050e-16
VectorFFT,78,6.970e-16,8.360e-16,1.605e-15
MKL,78,2.261e-16,2.922e-16,4.914e-16
VectorFFT,79,1.152e-15,1.292e-15,2.270e-15
MKL,79,2.622e-16,3.107e-16,5.204e-16
VectorFFT,80,2.127e-16,2.655e-16,4.917e-16
MKL,80,1.699e-16,2.027e-16,5.445e-16
VectorFFT,81,6.095e-16,6.144e-16,1.389e-15
MKL,81,3.001e-16,3.717e-16,7.301e-16
VectorFFT,82,5.212e-16,5.479e-16,1.219e-15
MKL,82,2.421e-16,2.902e-16,5.657e-16
VectorFFT,83,6.290e-16,7.108e-16,8.426e-16
MKL,83,2.477e-16,2.201e-16,5.247e-16
VectorFFT,84,2.797e-16,2.954e-16,7.281e-16
MKL,84,2.051e-16,2.830e-16,5.510e-16
VectorFFT,85,9.134e-16,1.208e-15,1.669e-15
MKL,85,2.669e-16,2.905e-16,5.539e-16
VectorFFT,86,6.636e-16,9.564e-16,8.155e-16
MKL,86,2.024e-16,2.690e-16,4.762e-16
VectorFFT,87,9.899e-16,1.487e-15,2.850e-15
MKL,87,2.321e-16,2.638e-16,8.745e-16
VectorFFT,88,5.015e-16,8.409e-16,1.095e-15
MKL,88,1.935e-16,1.991e-16,4.728e-16
VectorFFT,89,8.098e-16,6.385e-16,1.722e-15
MKL,89,2.755e-16,3.331e-16,7.621e-16
VectorFFT,90,4.938e-16,6.943e-16,1.346e-15
MKL,90,2.056e-16,2.130e-16,5.202e-16
VectorFFT,91,6.615e-16,9.131e-16,1.616e-15
MKL,91,2.503e-16,2.378e-16,5.038e-16
VectorFFT,92,9.394e-16,1.995e-15,2.386e-15
MKL,92,1.752e-16,2.088e-16,4.242e-16
VectorFFT,93,1.223e-15,1.115e-15,3.252e-15
MKL,93,2.299e-16,2.560e-16,5.417e-16
VectorFFT,94,5.341e-16,5.442e-16,1.130e-15
MKL,94,2.304e-16,2.536e-16,6.569e-16
VectorFFT,95,6.423e-16,8.835e-16,1.872e-15
MKL,95,2.961e-16,3.584e-16,8.985e-16
VectorFFT,96,2.727e-16,2.723e-16,7.186e-16
MKL,96,1.687e-16,1.959e-16,4.663e-16
VectorFFT,97,6.344e-16,5.886e-16,1.255e-15
MKL,97,4.070e-16,4.010e-16,8.824e-16
VectorFFT,98,4.299e-16,3.229e-16,1.111e-15
MKL,98,2.161e-16,2.398e-16,5.906e-16
VectorFFT,99,6.493e-16,5.598e-16,1.362e-15
MKL,99,2.186e-16,2.230e-16,5.718e-16
VectorFFT,100,2.797e-16,2.630e-16,6.090e-16
MKL,100,2.115e-16,2.041e-16,4.925e-16
VectorFFT,101,5.813e-16,6.403e-16,1.320e-15
MKL,101,4.271e-16,5.389e-16,1.001e-15
VectorFFT,102,7.476e-16,1.191e-15,1.975e-15
MKL,102,2.111e-16,2.526e-16,5.306e-16
VectorFFT,103,1.408e-15,1.649e-15,2.590e-15
MKL,103,4.172e-16,4.838e-16,1.342e-15
VectorFFT,104,6.594e-16,8.998e-16,2.061e-15
MKL,104,2.221e-16,3.190e-16,6.267e-16
VectorFFT,105,3.673e-16,3.975e-16,6.512e-16
MKL,105,2.437e-16,3.471e-16,5.490e-16
VectorFFT,106,7.384e-16,8.516e-16,1.155e-15
MKL,106,1.944e-16,2.188e-16,4.448e-16
VectorFFT,107,5.500e-16,6.356e-16,1.332e-15
MKL,107,3.686e-16,3.819e-16,9.509e-16
VectorFFT,108,5.190e-16,4.704e-16,1.259e-15
MKL,108,1.794e-16,2.437e-16,5.739e-16
VectorFFT,109,1.008e-15,1.176e-15,2.119e-15
MKL,109,4.873e-16,3.993e-16,1.224e-15
VectorFFT,110,5.705e-16,9.566e-16,1.199e-15
MKL,110,2.033e-16,2.476e-16,6.819e-16
VectorFFT,111,6.824e-16,8.722e-16,1.306e-15
MKL,111,2.264e-16,2.476e-16,4.900e-16
VectorFFT,112,3.136e-16,4.502e-16,5.054e-16
MKL,112,1.826e-16,2.827e-16,5.334e-16
VectorFFT,113,6.323e-16,5.335e-16,1.188e-15
MKL,113,4.465e-16,5.003e-16,1.190e-15
VectorFFT,114,7.950e-16,1.462e-15,2.188e-15
MKL,114,2.177e-16,2.463e-16,5.315e-16
VectorFFT,115,1.025e-15,1.367e-15,2.776e-15
MKL,115,2.181e-16,2.292e-16,6.675e-16
VectorFFT,116,1.072e-15,1.163e-15,2.266e-15
MKL,116,1.918e-16,1.805e-16,4.711e-16
VectorFFT,117,8.049e-16,1.245e-15,1.721e-15
MKL,117,2.275e-16,2.479e-16,5.167e-16
VectorFFT,118,6.605e-16,7.692e-16,1.101e-15
MKL,118,2.443e-16,3.557e-16,5.261e-16
VectorFFT,119,7.508e-16,1.455e-15,1.883e-15
MKL,119,2.213e-16,2.497e-16,4.844e-16
VectorFFT,120,3.950e-16,4.100e-16,1.024e-15
MKL,120,2.202e-16,2.480e-16,5.443e-16
VectorFFT,121,6.858e-16,8.860e-16,1.607e-15
MKL,121,2.264e-16,3.269e-16,5.408e-16
VectorFFT,122,6.668e-16,8.509e-16,1.894e-15
MKL,122,2.671e-16,2.520e-16,6.039e-16
VectorFFT,123,6.227e-16,5.793e-16,1.666e-15
MKL,123,3.084e-16,3.635e-16,8.692e-16
VectorFFT,124,1.343e-15,1.528e-15,3.806e-15
MKL,124,2.144e-16,3.361e-16,4.940e-16
VectorFFT,125,3.060e-16,3.257e-16,6.689e-16
MKL,125,2.755e-16,2.985e-16,5.332e-16
VectorFFT,126,3.735e-16,4.300e-16,9.095e-16
MKL,126,2.055e-16,1.782e-16,5.713e-16
VectorFFT,127,1.486e-15,1.606e-15,3.693e-15
MKL,127,4.406e-16,5.719e-16,1.269e-15
VectorFFT,128,2.139e-16,2.641e-16,6.667e-16
MKL,128,1.498e-16,1.740e-16,5.556e-16
VectorFFT,129,1.692e-15,2.634e-15,3.724e-15
MKL,129,2.883e-16,4.024e-16,5.384e-16
VectorFFT,130,6.749e-16,1.125e-15,1.937e-15
MKL,130,2.418e-16,2.220e-16,5.531e-16
VectorFFT,131,1.094e-15,1.118e-15,2.832e-15
MKL,131,4.434e-16,3.750e-16,1.134e-15
VectorFFT,132,6.347e-16,8.346e-16,1.319e-15
MKL,132,2.016e-16,2.106e-16,5.086e-16
VectorFFT,133,7.414e-16,1.135e-15,1.814e-15
MKL,133,2.561e-16,3.426e-16,5.302e-16
VectorFFT,134,5.593e-16,7.655e-16,8.492e-16
MKL,134,2.359e-16,3.519e-16,5.256e-16
VectorFFT,135,5.183e-16,5.823e-16,1.099e-15
MKL,135,2.537e-16,2.499e-16,6.264e-16
VectorFFT,136,8.096e-16,1.066e-15,1.281e-15
MKL,136,1.846e-16,1.924e-16,4.077e-16
VectorFFT,137,1.229e-15,1.256e-15,2.531e-15
MKL,137,3.835e-16,3.597e-16,1.235e-15
VectorFFT,138,9.612e-16,1.146e-15,3.182e-15
MKL,138,2.166e-16,2.304e-16,6.699e-16
VectorFFT,139,1.664e-15,1.669e-15,3.710e-15
MKL,139,3.506e-16,3.026e-16,1.004e-15
VectorFFT,140,3.325e-16,4.537e-16,7.343e-16
MKL,140,2.339e-16,3.450e-16,5.195e-16
VectorFFT,141,1.736e-15,2.308e-15,4.957e-15
MKL,141,2.641e-16,4.162e-16,6.771e-16
VectorFFT,142,6.280e-16,6.051e-16,1.273e-15
MKL,142,2.716e-16,4.085e-16,6.397e-16
VectorFFT,143,8.502e-16,8.344e-16,1.965e-15
MKL,143,2.151e-16,1.567e-16,6.130e-16
VectorFFT,144,3.694e-16,4.958e-16,9.445e-16
MKL,144,1.905e-16,3.163e-16,5.045e-16
VectorFFT,145,1.045e-15,1.309e-15,3.160e-15
MKL,145,2.522e-16,2.674e-16,6.077e-16
VectorFFT,146,5.614e-16,6.860e-16,1.017e-15
MKL,146,2.568e-16,3.068e-16,5.083e-16
VectorFFT,147,3.734e-16,4.589e-16,9.156e-16
MKL,147,2.579e-16,2.843e-16,7.537e-16
VectorFFT,148,1.444e-15,1.615e-15,4.178e-15
MKL,148,2.108e-16,2.546e-16,5.344e-16
VectorFFT,149,2.507e-15,3.449e-15,5.338e-15
MKL,149,3.725e-16,4.943e-16,9.569e-16
VectorFFT,150,3.562e-16,4.534e-16,8.094e-16
MKL,150,2.589e-16,2.922e-16,6.244e-16
VectorFFT,151,7.259e-16,5.722e-16,2.005e-15
MKL,151,4.012e-16,3.252e-16,1.062e-15
VectorFFT,152,7.767e-16,1.144e-15,2.067e-15
MKL,152,2.479e-16,3.717e-16,5.724e-16
VectorFFT,153,7.998e-16,9.701e-16,1.715e-15
MKL,153,3.934e-16,4.778e-16,9.154e-16
VectorFFT,154,5.964e-16,7.625e-16,2.027e-15
MKL,154,2.141e-16,2.332e-16,6.049e-16
VectorFFT,155,1.289e-15,1.574e-15,4.276e-15
MKL,155,2.738e-16,2.365e-16,5.863e-16
VectorFFT,156,6.944e-16,9.332e-16,1.609e-15
MKL,156,2.139e-16,2.484e-16,5.517e-16
VectorFFT,157,1.381e-15,1.752e-15,3.004e-15
MKL,157,3.812e-16,4.020e-16,8.435e-16
VectorFFT,158,5.046e-16,6.465e-16,1.123e-15
MKL,158,2.506e-16,3.711e-16,6.072e-16
VectorFFT,159,4.642e-16,5.046e-16,9.075e-16
MKL,159,2.479e-16,3.181e-16,6.084e-16
VectorFFT,160,2.655e-16,2.699e-16,5.835e-16
MKL,160,1.899e-16,2.074e-16,5.414e-16
VectorFFT,161,9.867e-16,1.147e-15,2.732e-15
MKL,161,2.352e-16,2.103e-16,5.323e-16
VectorFFT,162,4.582e-16,4.753e-16,1.132e-15
MKL,162,2.207e-16,2.257e-16,6.730e-16
VectorFFT,163,1.056e-15,1.226e-15,2.042e-15
MKL,163,3.698e-16,4.018e-16,1.130e-15
VectorFFT,164,1.417e-15,1.675e-15,4.167e-15
MKL,164,2.220e-16,2.485e-16,4.994e-16
VectorFFT,165,5.662e-16,7.547e-16,1.152e-15
MKL,165,2.679e-16,2.553e-16,6.570e-16
VectorFFT,166,6.161e-16,7.092e-16,1.168e-15
MKL,166,2.766e-16,3.056e-16,6.665e-16
VectorFFT,167,6.392e-16,6.982e-16,1.387e-15
MKL,167,4.057e-16,3.208e-16,1.379e-15
VectorFFT,168,3.728e-16,4.637e-16,9.614e-16
MKL,168,2.334e-16,2.329e-16,6.247e-16
VectorFFT,169,8.736e-16,1.280e-15,3.111e-15
MKL,169,2.438e-16,3.306e-16,5.041e-16
VectorFFT,170,7.248e-16,1.028e-15,1.435e-15
MKL,170,2.255e-16,3.176e-16,5.713e-16
VectorFFT,171,7.876e-16,8.172e-16,1.814e-15
MKL,171,3.034e-16,2.328e-16,6.255e-16
VectorFFT,172,1.622e-15,2.568e-15,3.948e-15
MKL,172,2.078e-16,2.919e-16,5.602e-16
VectorFFT,173,5.398e-16,6.650e-16,8.356e-16
MKL,173,3.929e-16,4.233e-16,1.147e-15
VectorFFT,174,1.041e-15,1.175e-15,3.581e-15
MKL,174,2.329e-16,2.974e-16,5.235e-16
VectorFFT,175,3.360e-16,3.896e-16,7.765e-16
MKL,175,3.378e-16,3.679e-16,8.558e-16
VectorFFT,176,5.268e-16,5.825e-16,1.128e-15
MKL,176,1.846e-16,1.909e-16,5.791e-16
VectorFFT,177,7.334e-16,8.302e-16,1.426e-15
MKL,177,2.582e-16,3.343e-16,6.223e-16
VectorFFT,178,5.692e-16,8.715e-16,1.070e-15
MKL,178,2.518e-16,2.665e-16,7.526e-16
VectorFFT,179,5.740e-16,9.159e-16,1.018e-15
MKL,179,3.954e-16,3.972e-16,1.093e-15
VectorFFT,180,4.398e-16,4.814e-16,8.354e-16
MKL,180,2.102e-16,2.287e-16,6.034e-16
VectorFFT,181,1.029e-15,1.254e-15,2.692e-15
MKL,181,3.833e-16,3.808e-16,1.287e-15
VectorFFT,182,7.656e-16,1.335e-15,2.259e-15
MKL,182,2.189e-16,2.919e-16,6.455e-16
VectorFFT,183,5.664e-16,7.732e-16,1.116e-15
MKL,183,2.645e-16,2.037e-16,7.211e-16
VectorFFT,184,9.472e-16,1.401e-15,2.771e-15
MKL,184,2.075e-16,2.659e-16,8.114e-16
VectorFFT,185,1.516e-15,2.225e-15,3.612e-15
MKL,185,2.505e-16,2.808e-16,6.563e-16
VectorFFT,186,1.350e-15,2.147e-15,4.728e-15
MKL,186,2.210e-16,2.221e-16,5.804e-16
VectorFFT,187,9.634e-16,1.332e-15,2.396e-15
MKL,187,3.435e-16,4.958e-16,1.239e-15
VectorFFT,188,1.905e-15,3.173e-15,5.625e-15
MKL,188,2.326e-16,2.721e-16,5.520e-16
VectorFFT,189,5.011e-16,7.586e-16,1.318e-15
MKL,189,2.780e-16,3.678e-16,7.969e-16
VectorFFT,190,6.944e-16,1.193e-15,2.152e-15
MKL,190,2.572e-16,2.589e-16,6.024e-16
VectorFFT,191,1.269e-15,1.382e-15,2.531e-15
MKL,191,4.263e-16,5.221e-16,1.260e-15
VectorFFT,192,2.923e-16,4.034e-16,9.273e-16
MKL,192,1.830e-16,2.114e-16,5.603e-16
VectorFFT,193,6.481e-16,4.865e-16,1.686e-15
MKL,193,4.270e-16,3.052e-16,1.106e-15
VectorFFT,194,5.685e-16,8.297e-16,9.475e-16
MKL,194,2.778e-16,3.762e-16,7.867e-16
VectorFFT,195,7.544e-16,1.816e-15,1.820e-15
MKL,195,3.015e-16,3.387e-16,7.874e-16
VectorFFT,196,3.402e-16,3.785e-16,9.133e-16
MKL,196,2.187e-16,2.011e-16,7.599e-16
VectorFFT,197,6.348e-16,6.827e-16,1.346e-15
MKL,197,4.660e-16,6.073e-16,1.210e-15
VectorFFT,198,6.115e-16,6.490e-16,1.275e-15
MKL,198,2.356e-16,3.225e-16,5.714e-16
VectorFFT,199,1.092e-15,9.973e-16,2.102e-15
MKL,199,4.357e-16,3.682e-16,9.987e-16
VectorFFT,200,3.218e-16,3.793e-16,6.713e-16
MKL,200,2.154e-16,2.107e-16,6.638e-16
VectorFFT,201,6.205e-16,7.231e-16,1.243e-15
MKL,201,2.882e-16,4.271e-16,8.677e-16
VectorFFT,202,5.082e-16,5.370e-16,1.012e-15
MKL,202,2.816e-16,3.847e-16,1.023e-15
VectorFFT,203,1.148e-15,1.347e-15,3.010e-15
MKL,203,2.501e-16,2.291e-16,5.901e-16
VectorFFT,204,7.507e-16,9.835e-16,1.588e-15
MKL,204,2.275e-16,2.781e-16,7.485e-16
VectorFFT,205,1.368e-15,1.765e-15,3.398e-15
MKL,205,2.803e-16,2.472e-16,7.421e-16
VectorFFT,206,7.286e-16,6.541e-16,1.575e-15
MKL,206,2.979e-16,3.177e-16,7.176e-16
VectorFFT,207,1.059e-15,1.953e-15,2.258e-15
MKL,207,3.125e-16,3.169e-16,7.493e-16
VectorFFT,208,6.704e-16,6.640e-16,1.880e-15
MKL,208,2.063e-16,1.859e-16,5.066e-16
VectorFFT,209,9.146e-16,1.264e-15,2.482e-15
MKL,209,3.021e-16,3.066e-16,8.134e-16
VectorFFT,210,3.621e-16,4.098e-16,7.519e-16
MKL,210,2.040e-16,1.928e-16,6.382e-16
VectorFFT,211,1.636e-15,2.134e-15,4.319e-15
MKL,211,4.669e-16,4.996e-16,1.436e-15
VectorFFT,212,6.118e-16,6.485e-16,1.537e-15
MKL,212,2.300e-16,2.544e-16,5.382e-16
VectorFFT,213,7.254e-16,1.134e-15,1.350e-15
MKL,213,2.792e-16,3.918e-16,7.654e-16
VectorFFT,214,6.672e-16,7.405e-16,1.269e-15
MKL,214,3.086e-16,3.675e-16,9.895e-16
VectorFFT,215,1.584e-15,2.266e-15,4.114e-15
MKL,215,2.780e-16,2.959e-16,8.463e-16
VectorFFT,216,4.050e-16,5.822e-16,1.020e-15
MKL,216,1.933e-16,2.154e-16,5.036e-16
VectorFFT,217,1.326e-15,1.783e-15,3.206e-15
MKL,217,2.717e-16,2.443e-16,7.510e-16
VectorFFT,218,6.416e-16,7.639e-16,1.283e-15
MKL,218,2.862e-16,3.602e-16,7.768e-16
VectorFFT,219,6.248e-16,6.765e-16,1.342e-15
MKL,219,2.618e-16,3.028e-16,6.988e-16
VectorFFT,220,5.678e-16,6.512e-16,1.154e-15
MKL,220,2.250e-16,2.645e-16,7.178e-16
VectorFFT,221,9.303e-16,8.274e-16,2.139e-15
MKL,221,2.668e-16,2.409e-16,6.945e-16
VectorFFT,222,1.472e-15,2.295e-15,4.727e-15
MKL,222,2.374e-16,3.126e-16,5.847e-16
VectorFFT,223,6.679e-16,7.206e-16,1.244e-15
MKL,223,4.549e-16,4.578e-16,1.486e-15
VectorFFT,224,2.884e-16,4.629e-16,1.012e-15
MKL,224,1.850e-16,2.059e-16,5.999e-16
VectorFFT,225,5.110e-16,4.516e-16,1.294e-15
MKL,225,2.794e-16,2.372e-16,7.537e-16
VectorFFT,226,5.897e-16,7.491e-16,1.081e-15
MKL,226,2.831e-16,4.219e-16,8.021e-16
VectorFFT,227,6.755e-16,7.366e-16,1.568e-15
MKL,227,4.611e-16,5.120e-16,1.167e-15
VectorFFT,228,1.034e-15,1.979e-15,3.469e-15
MKL,228,2.285e-16,2.676e-16,6.552e-16
VectorFFT,229,1.429e-15,1.378e-15,3.236e-15
MKL,229,5.081e-16,6.764e-16,1.593e-15
VectorFFT,230,1.013e-15,1.727e-15,3.416e-15
MKL,230,2.451e-16,3.117e-16,8.318e-16
VectorFFT,231,5.635e-16,5.723e-16,1.536e-15
MKL,231,2.981e-16,3.127e-16,7.146e-16
VectorFFT,232,1.216e-15,1.968e-15,3.947e-15
MKL,232,2.104e-16,2.763e-16,6.228e-16
VectorFFT,233,6.010e-16,8.488e-16,1.145e-15
MKL,233,5.030e-16,5.607e-16,1.221e-15
VectorFFT,234,7.122e-16,1.001e-15,1.984e-15
MKL,234,2.291e-16,2.363e-16,5.806e-16
VectorFFT,235,1.758e-15,2.368e-15,4.992e-15
MKL,235,2.603e-16,2.365e-16,6.959e-16
VectorFFT,236,5.959e-16,5.692e-16,1.324e-15
MKL,236,2.523e-16,2.316e-16,6.584e-16
VectorFFT,237,6.653e-16,7.320e-16,1.541e-15
MKL,237,2.585e-16,2.041e-16,8.047e-16
VectorFFT,238,9.595e-16,7.607e-16,3.083e-15
MKL,238,2.223e-16,2.185e-16,5.866e-16
VectorFFT,239,6.494e-16,6.660e-16,1.145e-15
MKL,239,5.196e-16,4.835e-16,1.751e-15
VectorFFT,240,3.853e-16,4.937e-16,7.084e-16
MKL,240,2.159e-16,1.940e-16,5.388e-16
VectorFFT,241,5.886e-16,5.192e-16,1.489e-15
MKL,241,5.132e-16,4.928e-16,1.463e-15
VectorFFT,242,8.062e-16,9.020e-16,2.496e-15
MKL,242,2.048e-16,2.065e-16,5.362e-16
VectorFFT,243,6.021e-16,6.634e-16,1.777e-15
MKL,243,3.464e-16,4.549e-16,7.474e-16
VectorFFT,244,6.714e-16,7.859e-16,1.369e-15
MKL,244,2.457e-16,4.087e-16,6.129e-16
VectorFFT,245,3.625e-16,5.158e-16,8.129e-16
MKL,245,2.542e-16,3.106e-16,6.859e-16
VectorFFT,246,1.533e-15,2.164e-15,4.033e-15
